code_activity,name_activity,ar_name_activity
11205,"Ingénieur d’application en minéralogie, pétrographie",مهندس تطبيقي في علم المعادن والصخور
11204,Ingénieur d’application en hydrogéologie,مهندس تطبيقي في الهيدروجيولوجيا
11203,Ingénieur d’analyse en exploration pétrolière,مهندس في تحليل الاستكشافات النفطية
11202,Hydrologue,هيدرولوجي
11201,Hydrogéologue,هيدروجيولوجي
11118,Géotechnicien,جيوتقني
11117,Géophysicien,جيوفيزيائي
11116,Géologue prospecteur,جيولوجي في التنقيب
11115,Géologue pétrolier,جيولوجي البترول
11114,Géologue minier,جيولوجي المناجم
11113,Géologue en recherche prospective,جيولوجي في البحث الاستشرافي
11112,Géologue de chantier,جيولوجي ورشات البناء
11111,Géologue,جيولوجي
11110,Géodésien,اخصائي في الجيوديسيا ومسح الأراضي
11109,Géochimiste,جيوكيميائي
11108,Technicien principal maintenance poste électrique,تقني رئيسي في صيانة مركز كهربائي
11107,Technicien principal études et surveillance des travaux électricité,تقني رئيسي في الدراسات ومراقبة أشغال الكهرباء
11106,Surveillant chantier télécom,مراقب ورشة اتصالات
11105,Superviseur télécom,مشرف على الاتصالات
11104,Poseur tireur de câbles en fibre optique,عامل في تركيب وسحب أسلاك الألياف البصرية
11103,Ouvrier qualifié caténaire,عامل مؤهل في تركيب أسلاك القطار الكهربائي
11102,Ouvrier professionnel hors catégorie en éclairage public,عامل مهني خارج التصنيف في الإنارة العمومية
11101,Opérateur réseau télécom,عامل على شبكة اتصالات
11004,Monteur de réseaux électriques,مركب الشبكات الكهربائية
11003,Monteur de caténaires,مركب أسلاك القطارات الكهربائية
11002,Monteur câbleur réseau électrique,مركب أسلاك الشبكة الكهربائية
11001,Electricien en balisage,كهربائي في الإشارات العمومية
10911,Electricien de distribution,كهربائي في توزيع الشبكات
10910,Electricien d'éclairage public,كهربائي في الإنارة العمومية
10909,Câblier réseau électrique,مركب أسلاك الشبكة الكهربائية
10908,Aide électricien monteur réseaux,مساعد كهربائي في تركيب الشبكات
10907,Agent répartiteur en télécom,عون توزيع شبكات الاتصالات
10906,Agent de maitrise en éclairage public,عون تحكم في الإنارة العمومية
10905,Technicien principal de conduite de centrale électrique,تقني رئيسي في قيادة محطة كهربائية
10904,Technicien de conduite auxiliaire,تقني ملحق في قيادة محطة كهربائية
10903,Rondier en production d'énergie,عون دورية في إنتاج الطاقة
10902,Opérateur d'exploitation en production d'énergie,عامل استغلال في إنتاج الطاقة
10901,Ingénieur de production électrique,مهندس إنتاج كهربائي
10808,Elaïologue,خبير في الزيوت الغذائية 
10807,Technicien production animale,تقني في الإنتاج الحيواني
10806,Technicien forestier,تقني في الغابات
10805,Technicien du génie rural,تقني في الهندسة الريفية
10804,Ingénieur paysagiste,مهندس تنسيق الحدائق
10803,Ingénieur horticole,مهندس في مصائد الأسماك
10802,Ingénieur halieute,مهندس في صيد الأسماك
10801,Ingénieur forestier,مهندس غابي
10742,Ingénieur en technologie alimentaire,مهندس في التكنولوجيا الغذائية
10741,Ingénieur en irrigation agricole,مهندس السقي الزراعي
10740,Ingénieur en expérimentation végétale,مهندس التجارب النباتية
10739,Ingénieur en expérimentation animale,مهندس في التجارب الحيوانية
10738,Ingénieur du génie rural,مهندس في الهندسة الريفية
10737,Ingénieur des forêts,مهندس الغابات
10736,Ingénieur d'application agricole,مهندس التطبيقات الزراعية
10735,Ingénieur d'aménagement rural,مهندس التهيئة الريفية
10734,Ingénieur arboricole,مهندس في البستنة
10733,Ingénieur agronome,مهندس زراعي
10732,Expert en aquaculture,خبير في ميدان الصيد
10731,Expert cynégétique,خبير في تربية الأحياء المائية 
10730,Expert agricole et foncier,خبير فلاحي وعقاري
10729,Expérimentateur en agriculture,مختبر في الزراعة
10728,Conservateur principal en agriculture,محافظ رئيسي في الزراعة
10727,Chargé d'études en développement rural,مكلف بالدراسات في التنمية الريفية
10726,Chargé d'études en développement agricole,مكلف بالدراسات في التطوير الزراعي
10725,Chargé d'études économiques en agriculture,مكلف بالدراسات الاقتصادية في الزراعة
10724,Chargé de recherche en agriculture,مكلف بالبحوث الزراعية
10723,Chargé de mission en agriculture,مكلف بمهمة في الزراعة
10722,Chargé d'études en environnement,مكلف بالدراسات البيئية
10721,Animateur communal de vulgarisation agricole,منسق مجتمعي للتوعية الزراعية
10720,Agroéconomiste,اقتصادي زراعي
10719,Agent technique d'assistance et de conseil agricole,عامل تقني في المساعدة والاستشارة الفلاحية
10718,Testeur de produits de consommation,مختبر مواد استهلاكية
10717,Superviseur d'enquêteurs,مشرف على المحققين
10716,Responsable d'enquêtes terrain,مسؤول التحقيقات الميدانية
10715,Enquêteur sur terrain,محقق ميداني
10714,Enquêteur sondage,محقق سبر الآراء
10713,Directeur d'enquêtes administration et technique,مدير التحقيقات الإدارية والتقنية
10712,Contrôleur d'équipe d'enquêteurs,مراقب فريق المحققين
10711,Agent technique en statistique,عون تقني في الاحصاء
10710,Agent recenseur,عون احصاء
10709,Statisticien,احصائي
10708,Responsable prévision des ventes,مسؤول المبيعات المتوقعة
10707,Responsable d'études socio-économiques,مسؤول الدراسات الاجتماعية – الاقتصادية
10706,Responsable d'études économiques,مسؤول الدراسات الاقتصادية
10705,Responsable de veille stratégique,مسؤول الحرص الاستراتيجي
10704,Ingénieur statisticien,مهندس احصائي
10703,Ingénieur économiste en entreprise,مهندس اقتصادي في مؤسسة
10702,Economètre,خبير في الاقتصاد القياسي
10701,Directeur d'études économiques,مدير الدراسات الاقتصادية
10619,Chargé d'études statistiques,مكلف بالدراسات الإحصائية
10618,Chargé d'études socio-économiques,مكلف بالدراسات الاجتماعية – الاقتصادية
10617,Chargé d'études satisfaction,مكلف بالدراسات الخاصة برضا الزبون
10616,Chargé d'études prospectives,مكلف بالدراسات التوقعية
10615,Chargé d'études financières,مكلف بالدراسات المالية
10614,Chargé d'études en marketing,مكلف بالدراسات في التسويق
10613,Chargé d'études économiques,مكلف بالدراسات الاقتصادية
10612,Chargé d'études de marché,مكلف بدراسات السوق
10611,Chargé d'études commerciales,مكلف بالدراسات التجارية
10610,Charge de mission synthèse et statistique,مكلف بمهمة التلخيص والإحصاء
10609,Chargé de mission études d'impact,مكلف بمهمة دراسات التأثيرات
10608,Intervenant en prévention des risques professionnels,متدخل في الوقاية من المخاطر المهنية
10607,Ingénieurconseil en organisation,مهندس-مستشار في التنظيم
10606,Ingénieurconseil en management,مهندس-مستشار في الإدارة
10605,Ingénieur en organisation,مهندس في التنظيم
10604,Consultant pilotage de la performance,مستشار مختص في قيادة حسن الأداء
10603,Consultant ergonome,مستشار مختص في تحسين محيط العمل
10602,Consultant en stratégie/organisation,مستشار مختص في استراتيجية/تنظيم
10601,Consultant en organisation et management,مستشار مختص في التنظيم وإدارة الأعمال
10505,Consultant en organisation,مستشار مختص في التنظيم
10504,Consultant en management qualité,مستشار مختص في إدارة الجودة
10503,Consultant en management,مستشار مختص في إدارة الأعمال
10502,Consultant en intelligence économique,مستشار في الذكاء الاقتصادي
10501,Conseiller en organisation d'entreprise,مستشار في تنظيم المؤسسة
10440,Conseiller en conduite du changement,مستشار في قيادة التغيير
10439,Auditeur social,مدقق اجتماعي
10438,Auditeur qualité services,مدقق في جودة الخدمات
10437,Auditeur organisationnel,مدقق في التنظيم
10436,Auditeur en organisation,مدقق تنظيمي
10435,Assistant en organisation,مساعد في التنظيم
10434,Animateur qualité services,منشط في جودة الخدمات
10433,Animateur de réseau d'entreprises,منشط شبكة المؤسسات
10432,Voix off,معلق الصوت الخلفي (voice-over)
10431,Spécialiste en vidéo mapping / projection mapping,أخصائي تحجيم الفيديو / تخطيط الإسقاط
10430,Reporteur multimédia,مراسل وسائط متعددة
10429,Magicien / Illusionniste,ساحر/ لاعِب خِفة
10428,Découvreur de talents,مكتشف مواهب
10427,Réalisateur de dessins animés,مخرج رسوم متحركة
10426,Data manager loisirs (DIT),مسير بيانات الترفيه
10425,Consultant / Analyste en Business Développement,مستشار/محلل تطوير الأعمال
10424,Editeur de contenu pédagogique en ligne,ناشر المحتوى التعليمي عبر الإنترنت
10423,Formateur expert en mécatronique auto,مكون خبير في ميكاترونيات السيارات
10422,"Formateur aux métiers de la sécurité, option sécurité incendie et option sécurité privée",مكون في المهن الأمنية، تخصص السلامة من الحرائق وتخصص الأمن الخاص
10421,Conseil en développement durable et RSE (Responsabilité Sociétale des Entreprises),مستشار في التنمية المستدامة والمسؤولية الاجتماعية للشركات
10420,Formateur et conseiller dans le domaine QHSE,مكون ومستشار في مجال الجودة والنظافة والسلامة والبيئة
10419,Formateur en assurance / management de la qualité,مكون في التأمينات وضمان الجودة
10418,Conseil expert en RH et stratégie,مستشار خبير في الموارد البشرية والاستراتيجية
10417,Consultant en Service Informatique,استشاري في خدمات الإعلام الآلي
10416,Formateur en logiciels de comptabilité,مكون في برمجيات المحاسبة
10415,Conseiller en domotique,مستشار في التشغيل الآلي للمنازل
10414,Gestionnaire de secrétariat,مسير أمانة (سكريتاريا)
10413,Consultant en Achat / Approvisionnement et sourcing,استشاري مشتريات وتوريد
10412,Formateur en développement professionnel,مكون في التطوير المهني
10411,Consultant en logistique,استشاري لوجستي
10410,Consultant en commerce international,استشاري في التجارة الدولية
10409,Consultant Technico-commercial,استشاري تقني- تجاري
10408,Consultant en agro développement,استشاري في التنمية الزراعية
10407,Conseiller en architecture durable et en ingénierie environnementale,استشاري في الهندسة المعمارية المستدامة والهندسة البيئية
10406,Formateur en qualité agroalimentaire,مكون في جودة الأغذية الزراعية
10405,Assistant d'agriculteur,مساعد مزارع
10404,Spécialiste en élevage d’abeilles,أخصائي تربية النحل
10403,"Grimpeurs de palmiers, dattiers et autres",متسلق نخيل وأشجار أخرى
10402,Hirudiniculteur,مربّي العلقات
10401,Opérateur d'abattoir mobile et de machine d'abattage,مشغل المذبح المتنقل وآلات الذبح
10309,Consultant en Voirie & Réseaux Divers (VRD),استشاري في الطرق والشبكات المتنوعة
10308,Formateur en interpersonnel,مكون في العلاقات الشخصية
10307,Consultant et assistant en communication graphique,مستشار ومساعد في التواصل الجرافيكي
10306,Représentant commercial,مندوب مبيعات
10305,Agent de recouvrement de créances,وكيل تحصيل الديون
10304,Directeur Financier (CFO),مدير مالي
10303,Conseiller en investissement,مستشار في الاستثمار
10302,Accompagnateur en assurance,مرشد تأمين
10301,Consultant en Import-export,استشاري تصدير واستيراد
10223,Formateur en logiciels,مكون برمجيات
10222,Formation en maintenance automobile,مكون صيانة المركبات
10221,Formateur BIM (Building information modeling),مكون نمذجة معلومات المباني
10220,Formateur de la réparation de téléphones et tablettes,مكون إصلاح الهواتف والأجهزة اللوحية
10219,Concepteur de programmes,مصمم برمجيات
10218,Consultant industriel en machines hydrocarbure et énergie,استشاري صناعي في الآلات البترولية والطاقة
10217,Consultant formateur en colorimétrie et techniques d'impression,مدرب استشاري في قياس الألوان وتقنيات الطباعة
10216,Consultant en chimie industrielle,استشاري كيمياء صناعية
10215,Formateur en lutte anti-nuisible (dératisation -désinsectisation -désinfection ...),مدرب في مكافحة الآفات الحشرية والقوارض والتعقيم
10214,Formatrice en esthétique,مكونة في التجميل
10213,Conseiller en nutrition et diététique,مستشار تغدية وحمية
10212,Designer de marques,مصمم علامات تجارية
10211,Spécialiste de modélisation,أخصائي في النمدجة
10210,Manager de créateurs de contenu ou marketeurs numériques,مدير أعمال صانع المحتوى أو المسوق الرقمي
10209,Formateur en E-commerce,مكون في التجارة الإلكترونية
10208,Cartographe marin,رسام خرائط بحرية
10207,Gestionnaire de Stock,مسير المخزون
10206,Chargé de la Gestion électronique des dossiers,مسؤول التسيير الإلكتروني للملفات
10205,Livreur de colis avec véhicule en intra-wilaya,سائق توصيل الطرود بالسيارة داخل الولاية
10204,Designer de bijoux par logiciels,مصمم مجوهرات عن طريق البرمجيات
10203,Correcteur/relecteur linguistique,مصحح ومدقق لغوي
10202,Garde malade,مساعد الرعاية الصحية
10201,Interprète en langue des signes,مترجم لغة الإشارة
10135,Pâtissier à domicile,صانع حلويات منزلي
10134,Professionnel d’enseignement spécialisé,مدرس تعليم متخصص
10133,Décorateur Fleuriste,مصمم ديكور زهور
10132,Styliste,مصمم أزياء
10131,Esthéticienne à domicile,أخصائي(ة) تجميل في المنزل
10130,Coiffeur(se) à domicile,حلاق (ة ) في المنزل
10129,Ongleriste à domicile,أخصائي(ة) تجميل الأظافر في المنزل
10128,Dresseur de chiens,مدرب كلاب
10127,Garde animaux domestiques,مختص في رعاية الحيوانات الأليفة
10126,Installateur et réparateur des stores et volets roulants,مركب و مصلح الستائر والستائر المتدحرجة
10125,"Agent de Nettoyage, entretien et désinfection",عامل التنظيف والصيانة والتطهير
10124,Agent de déménagement et de montage,عامل نقل و تركيب الأثاث و العدات
10123,Designer d'intérieur,مصمم داخلي
10122,Concepteur de bandes dessinées,مصمم قصص مصورة
10121,Conseiller en hôtellerie et tourisme,مستشار في الفندقة والسياحة
10120,Opérateur de salle de jeux vidéo,مشغل صالة ألعاب الفيديو
10119,Coach vocal,مدرب صوت
10118,Designer d'éclairage,مصمم إضاءة
10117,Styliste Modéliste de chaussures,مصمم أحذية
10116,Agent de nettoyage des façades vitrées,عون تنظيف واجهات زجاجية
10115,Agent de nettoyage industriel,عون تنظيف صناعي
10114,Agent de collecte et tri des déchets,عامل تجميع وفرز النفايات
10113,Operateur de Sériographie,مشغل آلات طباعة السريغرافيا
10112,Opérateur de machine CNC,مشغل آلات CNC
10111,Piqueteur en fibre optique,مُعَيِّن مَسَار الألياف البصرية
10110,Technicien en fibre optique,تقني ألياف بصرية
10109,Installation et maintenance de systèmes d'énergie solaire,تركيب وصيانة أنظمة الطاقة الشمسية
10108,Superviseur de chantier,مشرف موقع البناء
10107,Consultant en inspection et intégrité des installations industrielles,استشاري فحص وسلامة المنشآت الصناعية
10106,Consultant de Contrôle et inspection CND,استشاري مراقبة وفحص CND
10105,"Consultant en relevé du bâti (Photogrammétrie, Lasergrametrie / Modélisation BIM)",استشاري مسح المباني (القياس التصويري، القياس بالليزر / نمذجة معلومات المباني)
10104,Ingénieur en fiabilité,مهندس موثوقية
10103,Conducteur d'engins de travaux publics,مشغل آلات الأشغال العمومية
10102,Mécanicien maritime,ميكانيكي بحري
10101,Ingénieur Systèmes Embarqués,مهندس أنظمة مدمجة
